Age,AnnualIncome,LoanAmount,CreditScore,EmploymentType,YearsOfExperience,ExistingLoans,MaritalStatus,DefaultProbability,Default
58,108500,43058,697,Self-Employed,12,1,Married,29.887887961930414,0
38,49605,4798,582,Salaried,2,4,Single,72.03683329355076,1
19,33384,8179,553,Salaried,0,4,Single,93.48449415896675,1
44,110601,102533,567,Salaried,17,4,Single,97.05353084875458,1
26,54270,17287,546,Salaried,5,3,Divorced,95.70117451155738,1
18,26370,6618,547,Salaried,0,2,Married,94.60280154004445,1
28,64472,35889,589,Self-Employed,3,1,Married,88.64889209331126,1
20,29745,10979,590,Salaried,0,1,Single,100.0,1
69,139322,84862,716,Salaried,20,3,Married,43.62878749926195,0
40,133222,83309,637,Salaried,20,4,Single,73.25635811461818,1
43,114501,78961,628,Salaried,18,2,Single,65.62948817660886,1
21,35858,38248,581,Salaried,1,0,Married,98.6226571334088,1
35,59880,35434,589,Self-Employed,11,0,Single,70.97763759773841,1
23,23539,12993,448,Self-Employed,3,3,Married,100.0,1
52,118325,32377,676,Salaried,14,2,Single,24.428622835981542,0
39,2319,6072,552,Unemployed,0,0,Married,100.0,1
60,108538,25077,708,Salaried,15,0,Married,4.1573970591984235,0
23,4975,4105,655,Student,0,1,Married,100.0,1
39,80332,58626,681,Self-Employed,19,2,Single,52.01310362963839,0
54,153634,57627,728,Self-Employed,32,0,Single,20.50085504124595,0
69,146136,19261,728,Salaried,16,1,Divorced,0.0,0
59,97548,4471,600,Salaried,4,2,Single,16.098553230426205,0
29,33987,6720,545,Salaried,4,4,Married,71.43198183226313,1
64,128782,111809,686,Self-Employed,12,2,Divorced,42.87232816287062,0
66,163061,57373,635,Salaried,29,3,Single,56.005840605627085,1
59,56454,27350,661,Self-Employed,3,1,Single,65.77229971503021,1
55,137127,12179,664,Salaried,22,4,Married,24.285377535815986,0
35,78444,34095,720,Self-Employed,4,1,Divorced,44.44750382871709,0
62,132616,46372,632,Salaried,20,1,Divorced,39.594766961128734,0
52,64247,19786,618,Salaried,5,0,Married,48.806917867905746,0
47,148641,111614,658,Salaried,23,2,Married,53.23112535606824,0
41,112880,82049,667,Salaried,14,1,Single,45.658939808059074,0
59,152556,166302,783,Salaried,30,1,Divorced,18.11485510056346,0
47,118472,64079,674,Self-Employed,18,3,Divorced,67.45031276027272,1
31,29215,22711,448,Salaried,5,3,Single,100.0,1
23,45030,13536,520,Salaried,1,3,Single,100.0,1
20,64787,43870,528,Self-Employed,0,1,Single,100.0,1
33,81343,71557,492,Salaried,11,4,Single,100.0,1
23,12285,5397,551,Student,0,2,Married,100.0,1
69,2131,4264,579,Unemployed,11,1,Single,100.0,1
31,44369,9383,700,Salaried,7,0,Single,25.870340765925576,0
26,71361,35342,471,Salaried,6,4,Single,100.0,1
32,46564,11909,527,Salaried,2,4,Divorced,96.82505756599352,1
38,84876,40421,586,Self-Employed,7,2,Married,88.89089458436251,1
52,55360,11785,635,Salaried,4,4,Married,57.7013672889536,1
19,50723,46467,521,Self-Employed,0,2,Single,100.0,1
44,88149,39926,581,Self-Employed,4,4,Divorced,100.0,1
19,12000,4224,476,Salaried,0,2,Married,100.0,1
52,78266,34666,668,Self-Employed,5,3,Single,66.51616602532454,1
35,101852,13413,674,Self-Employed,6,3,Single,50.80765903521318,0
31,32331,11114,487,Salaried,2,4,Single,92.70680006333657,1
22,12387,6286,436,Student,0,4,Single,100.0,1
35,48805,29984,596,Self-Employed,0,2,Married,97.16145500913036,1
27,18267,14021,517,Salaried,2,2,Divorced,80.2180982680298,1
42,137242,48287,724,Salaried,20,1,Married,16.62542105199362,0
19,25113,15078,542,Salaried,0,3,Married,100.0,1
42,118289,50276,718,Salaried,19,1,Married,49.13371483491758,0
50,3893,4331,496,Unemployed,0,1,Married,100.0,1
53,113601,129201,638,Salaried,16,0,Married,52.06715279634282,0
48,123194,74914,665,Self-Employed,28,2,Single,49.144203358340135,0
31,58518,37344,710,Salaried,7,0,Single,54.78954885198627,0
18,39507,17260,561,Salaried,0,0,Married,88.16512373377918,1
25,9100,9865,571,Student,0,1,Single,100.0,1
23,13256,7759,545,Student,0,0,Single,100.0,1
63,167287,22536,745,Salaried,25,2,Married,0.0,0
69,135338,119551,672,Salaried,27,1,Divorced,42.61562141228242,0
20,20313,20974,557,Salaried,0,2,Married,100.0,1
52,140600,49268,665,Salaried,25,4,Married,49.94264035089489,0
58,97299,29207,637,Salaried,12,0,Married,7.394714480922659,0
23,44236,29686,616,Salaried,3,1,Married,74.16184227372607,1
42,429,6174,465,Unemployed,4,3,Married,100.0,1
30,53275,36008,618,Salaried,5,2,Divorced,61.34348907759284,1
18,10714,3633,583,Student,0,0,Married,83.99041994014053,1
25,24663,8167,536,Self-Employed,5,2,Married,83.63996295466599,1
38,72508,48756,599,Salaried,10,2,Married,71.42323210899693,1
21,3738,2725,384,Student,0,4,Married,100.0,1
21,18472,9970,584,Salaried,0,2,Single,100.0,1
24,7269,8271,558,Student,0,4,Single,100.0,1
32,70328,24385,518,Salaried,11,4,Single,70.92931458486815,1
21,21837,15878,495,Salaried,0,4,Divorced,100.0,1
25,7076,5158,645,Student,0,0,Single,67.96592653636992,1
29,37207,11894,488,Salaried,4,2,Single,77.20512877438408,1
25,12938,4441,550,Student,0,2,Married,93.72454338799372,1
24,2484,2838,545,Student,0,4,Single,100.0,1
45,81822,35380,591,Salaried,7,2,Married,88.6151405710862,1
30,12000,5060,530,Salaried,0,2,Single,100.0,1
48,122397,56729,658,Salaried,24,4,Divorced,75.55430900399723,1
31,36150,17152,497,Self-Employed,0,3,Divorced,100.0,1
37,22892,14640,586,Self-Employed,2,3,Divorced,100.0,1
35,36869,35071,544,Salaried,7,4,Married,100.0,1
46,77781,66555,719,Salaried,10,0,Married,43.21449935398989,0
23,51350,44898,562,Self-Employed,0,2,Single,100.0,1
49,114531,32922,714,Salaried,13,2,Single,27.894488311874344,0
46,38717,34436,552,Self-Employed,0,3,Single,100.0,1
60,172930,85102,580,Self-Employed,26,4,Married,90.46280080032507,1
23,6540,6889,502,Student,0,0,Married,100.0,1
40,59148,13243,499,Salaried,2,4,Married,100.0,1
36,72974,20840,606,Salaried,9,3,Single,44.891264108350974,0
48,92968,67421,571,Salaried,11,3,Married,73.84163623441748,1
68,87348,32659,656,Salaried,9,2,Married,31.468843121982765,0
22,1890,8204,506,Unemployed,1,1,Married,100.0,1
36,12000,2000,579,Salaried,1,0,Married,46.82875544407064,0
51,124058,50839,710,Self-Employed,23,0,Single,41.99013331192342,0
27,47206,8326,639,Salaried,6,1,Married,46.41647523160262,0
42,134966,30373,623,Salaried,21,3,Married,58.6577901219798,1
19,30200,17551,540,Salaried,0,4,Single,100.0,1
28,29518,7217,595,Self-Employed,3,0,Single,85.5815829419062,1
67,141367,29440,725,Salaried,22,1,Married,11.17017538194799,0
48,88079,36080,632,Salaried,13,2,Married,53.67795502208601,0
25,7859,5379,573,Student,0,2,Married,100.0,1
26,26343,27339,551,Salaried,2,3,Single,100.0,1
40,79527,37538,631,Salaried,18,0,Divorced,37.84567145860186,0
36,12000,4728,536,Salaried,0,4,Married,100.0,1
26,57715,9728,583,Salaried,4,0,Married,62.301833952150844,1
18,5254,5887,531,Student,0,2,Married,100.0,1
38,43118,18350,634,Salaried,0,0,Single,65.72516228236032,1
26,50036,32229,578,Salaried,2,2,Married,89.46751372330964,1
45,93351,57952,649,Salaried,18,1,Single,46.22959484141255,0
63,75522,24896,640,Self-Employed,5,1,Divorced,53.07831119232037,0
68,129230,60283,649,Salaried,14,2,Married,51.87654086616429,0
24,36482,17328,559,Self-Employed,3,4,Married,100.0,1
33,73931,58444,631,Salaried,7,4,Married,88.79498228630942,1
33,28134,23529,631,Salaried,0,0,Divorced,82.05763124904504,1
50,109820,25454,645,Self-Employed,23,2,Married,48.90988478015426,0
21,12000,2689,461,Salaried,0,3,Married,100.0,1
18,3196,9483,382,Student,0,4,Married,100.0,1
56,110090,23173,530,Salaried,10,4,Married,64.27881381015445,1
57,85967,25965,688,Self-Employed,22,1,Married,40.11731806733134,0
34,59416,27689,459,Salaried,0,4,Single,100.0,1
54,196783,49718,681,Self-Employed,28,4,Married,23.4126449753443,0
56,168085,111729,588,Salaried,30,4,Single,87.24449322142634,1
69,67686,6025,654,Salaried,0,2,Divorced,24.64674810486364,0
46,36862,10560,575,Salaried,1,2,Single,96.70764267328654,1
69,118372,38687,654,Salaried,17,1,Divorced,37.89840648618688,0
53,128837,79552,647,Salaried,17,0,Married,52.89842120895194,0
55,81068,46472,506,Salaried,5,4,Married,100.0,1
56,62229,23903,625,Salaried,0,0,Married,35.73635459143442,0
67,183144,124105,813,Self-Employed,29,2,Single,23.18185223049822,0
54,95862,45463,650,Self-Employed,3,4,Single,81.88038585382431,1
69,202112,50220,784,Self-Employed,31,0,Single,0.0,0
52,94041,104362,670,Salaried,9,0,Married,48.48742472513429,0
24,31576,21718,506,Salaried,2,3,Married,100.0,1
44,85065,38431,624,Salaried,4,2,Married,49.637108216941726,0
45,67477,5958,610,Self-Employed,8,1,Single,48.83459118310984,0
39,42768,22474,586,Salaried,4,1,Single,90.71915506364981,1
31,61943,59191,583,Salaried,10,3,Married,91.15982660517193,1
24,12019,7009,550,Self-Employed,2,0,Divorced,88.69996532695487,1
54,153553,106468,539,Salaried,26,3,Married,88.4202575640046,1
21,8812,9714,468,Student,0,3,Married,100.0,1
19,2194,9897,578,Student,0,2,Married,100.0,1
19,25596,12001,423,Salaried,0,4,Single,100.0,1
44,75772,54195,608,Salaried,6,0,Divorced,76.60574792292202,1
38,60487,23862,592,Salaried,0,1,Married,88.61872829617835,1
55,61200,39302,575,Self-Employed,7,1,Single,97.18079772631364,1
32,13021,2000,601,Salaried,0,3,Married,51.151279415006925,0
38,87082,74006,591,Self-Employed,6,3,Single,100.0,1
27,12000,4806,445,Salaried,0,3,Divorced,100.0,1
40,88892,74417,660,Salaried,8,0,Single,56.52882171716657,1
56,104834,30081,623,Salaried,18,3,Married,68.42241738830339,1
22,12000,7035,507,Self-Employed,1,3,Single,100.0,1
18,28726,11168,489,Salaried,0,4,Married,100.0,1
30,34646,16745,612,Self-Employed,6,0,Married,72.76044386373798,1
38,65393,27147,613,Salaried,10,2,Married,56.6461292800817,1
43,57309,22145,618,Salaried,2,2,Married,64.22215930040946,1
18,14973,1442,401,Student,0,4,Divorced,100.0,1
19,6747,4307,543,Student,0,1,Single,100.0,1
38,12000,7675,575,Salaried,2,2,Single,80.00640507625094,1
35,36705,19534,600,Salaried,5,0,Single,55.4974907778353,1
54,152368,75350,777,Self-Employed,34,1,Divorced,35.26244203725453,0
62,145074,49753,654,Salaried,20,3,Single,44.3135855634189,0
49,142815,60423,734,Salaried,24,0,Married,27.243645361145735,0
24,3672,2105,525,Student,0,1,Married,100.0,1
34,26558,21585,556,Salaried,1,2,Single,100.0,1
52,47586,20263,599,Salaried,0,3,Single,100.0,1
66,92869,83097,570,Salaried,6,3,Single,94.54907884468415,1
28,31766,24559,647,Self-Employed,3,0,Married,81.78172824044077,1
38,81902,10754,528,Self-Employed,10,3,Single,59.416129557860216,1
69,121484,116065,744,Salaried,5,1,Single,52.84791832313159,0
43,107318,28421,569,Salaried,22,4,Divorced,80.95421335020986,1
21,35882,16895,648,Salaried,1,2,Divorced,97.93568050856132,1
51,93554,37699,729,Self-Employed,18,0,Single,9.703693385176877,0
69,113517,7995,669,Salaried,20,4,Single,21.135551792240115,0
20,13551,5538,477,Student,0,4,Single,100.0,1
35,83088,28178,700,Salaried,13,0,Married,15.049093665566438,0
57,874,9769,588,Unemployed,34,1,Married,100.0,1
52,65507,74577,533,Salaried,7,2,Single,92.43432984745246,1
58,49906,14178,630,Self-Employed,3,0,Single,61.52687159161393,1
46,94206,17782,536,Salaried,10,4,Married,52.55721986444757,0
69,105371,43179,584,Salaried,15,4,Married,69.66564980363674,1
20,13770,8000,559,Student,0,0,Single,100.0,1
24,14834,9388,501,Student,0,4,Married,100.0,1
59,50194,38073,724,Salaried,1,0,Single,43.01495001695871,0
38,18976,6370,648,Self-Employed,0,0,Single,57.34882924327669,1
59,32011,20833,666,Salaried,0,2,Married,59.166881880382164,1
23,6861,7981,524,Student,0,0,Married,100.0,1
66,72262,84357,572,Salaried,6,4,Married,100.0,1
58,146838,97003,641,Salaried,23,3,Divorced,78.98430293631506,1
34,77720,19912,570,Salaried,4,2,Married,67.7064768822528,1
26,69608,25255,483,Salaried,4,4,Married,97.49683567002907,1
21,6065,3179,485,Student,0,4,Married,100.0,1
18,12000,6331,505,Salaried,0,2,Divorced,98.70022045171102,1
19,29838,9115,585,Salaried,0,2,Divorced,92.23106276389518,1
65,122743,16156,569,Salaried,17,4,Single,55.06200153925721,1
46,132832,49540,665,Self-Employed,23,3,Divorced,52.02547056796522,0
50,130323,52744,690,Salaried,25,1,Married,37.707410700402505,0
27,48002,12838,531,Salaried,7,4,Married,66.71511485320417,1
22,12326,2752,534,Student,0,2,Single,100.0,1
57,175980,94027,740,Salaried,32,0,Married,24.448741220779773,0
38,90602,25977,661,Self-Employed,9,0,Divorced,34.67095460796561,0
45,105038,39224,621,Self-Employed,8,2,Single,47.8820517694757,0
28,12000,3115,565,Salaried,0,2,Divorced,77.29178387356005,1
18,9050,9906,565,Student,0,1,Single,100.0,1
25,16885,19063,530,Self-Employed,0,2,Single,100.0,1
39,56622,29872,707,Salaried,6,0,Married,46.152012788804086,0
25,28483,13160,516,Salaried,3,3,Married,75.90786376162797,1
66,158918,40139,665,Self-Employed,27,2,Married,21.766712840440334,0
32,45937,12664,596,Salaried,6,1,Single,67.09214168581957,1
22,3375,5895,458,Student,0,3,Divorced,100.0,1
40,60375,38318,645,Salaried,11,1,Single,53.37726075112404,0
41,93330,56492,589,Salaried,15,3,Single,86.1983390886982,1
62,81991,8307,678,Salaried,9,2,Single,3.0907619445112298,0
36,78437,77439,651,Salaried,13,0,Married,66.31347286548908,1
22,16329,8285,516,Salaried,2,3,Divorced,100.0,1
21,14310,3053,454,Student,0,4,Married,100.0,1
61,204648,222395,776,Self-Employed,33,1,Married,44.68336784398284,0
18,68132,68524,534,Self-Employed,0,3,Single,100.0,1
40,145420,117837,687,Self-Employed,17,1,Married,70.95935613948058,1
54,136002,136164,762,Self-Employed,15,0,Married,45.3700703860243,0
25,45112,25865,588,Salaried,0,1,Married,100.0,1
22,2459,3421,537,Student,0,1,Single,100.0,1
25,26060,3513,495,Salaried,0,4,Married,87.05770442098054,1
24,4236,7771,555,Student,0,1,Married,100.0,1
60,139399,148415,687,Self-Employed,24,3,Married,77.3610584241252,1
18,36976,14400,612,Salaried,0,1,Married,72.18950927608226,1
62,88592,68594,671,Salaried,7,2,Single,34.506850120489844,0
68,130908,27856,762,Salaried,23,1,Married,13.7509245873083,0
41,127305,62238,644,Salaried,19,2,Single,62.90139344361675,1
52,146858,119402,757,Salaried,29,1,Divorced,23.80595362427525,0
41,137781,99475,719,Salaried,19,1,Married,45.67026437326594,0
34,71851,22565,542,Salaried,13,3,Single,77.3424445130575,1
19,2858,2847,548,Student,0,2,Divorced,100.0,1
37,43327,16910,500,Self-Employed,3,2,Married,79.32927405063975,1
25,2515,3100,526,Student,0,4,Single,100.0,1
57,46590,26821,638,Self-Employed,5,1,Married,69.45041759380032,1
48,60197,11949,601,Salaried,2,1,Single,41.20885739364756,0
63,126994,23581,570,Salaried,17,3,Married,48.40823504245932,0
53,122434,63001,599,Self-Employed,17,4,Married,99.54564054504881,1
28,3262,7050,491,Unemployed,7,4,Divorced,100.0,1
69,149472,43906,682,Salaried,22,3,Married,31.568301092712293,0
20,6638,8071,499,Student,0,2,Married,100.0,1
23,4866,7157,561,Student,0,0,Married,100.0,1
24,18493,3967,584,Self-Employed,1,3,Single,100.0,1
23,6578,6192,552,Student,0,2,Married,100.0,1
45,110419,104941,584,Salaried,20,4,Married,100.0,1
68,1239,3264,562,Unemployed,23,3,Single,100.0,1
60,178806,172693,785,Self-Employed,14,0,Married,24.46552503049671,0
22,45247,31973,548,Salaried,2,1,Divorced,99.99771783215566,1
25,2295,3702,481,Student,0,3,Divorced,100.0,1
47,86710,68562,739,Salaried,11,0,Single,12.475034314358128,0
49,60136,38889,693,Salaried,4,0,Single,36.078090939189714,0
25,39534,30064,618,Salaried,5,3,Single,62.14318495697901,1
27,30958,16503,589,Salaried,2,2,Divorced,79.33072293931987,1
55,102922,118912,590,Salaried,14,3,Single,96.90118434591636,1
64,182697,38521,657,Self-Employed,34,4,Married,46.95000620170579,0
49,137284,66647,744,Salaried,25,0,Single,13.292892858094836,0
65,132930,36560,729,Salaried,22,0,Married,5.916462665205853,0
45,78537,52572,645,Salaried,12,1,Single,57.10918593471978,1
34,69426,22861,737,Salaried,9,0,Married,0.0,0
48,77244,53029,635,Self-Employed,2,1,Single,84.91463272875194,1
25,36885,14163,627,Self-Employed,4,0,Married,44.22268241715959,0
19,7518,1429,577,Student,0,0,Single,89.00380719496407,1
42,72374,22454,625,Self-Employed,22,3,Married,63.14285893357665,1
26,46206,24505,556,Salaried,3,3,Divorced,100.0,1
18,13161,1677,473,Student,0,4,Single,100.0,1
32,82815,22928,691,Self-Employed,5,2,Divorced,54.57676998815961,0
67,111068,55510,615,Salaried,10,4,Married,70.67488757509277,1
20,18941,8620,627,Self-Employed,0,0,Single,93.74879441908739,1
23,6573,8072,413,Student,0,4,Married,100.0,1
53,189123,142867,671,Self-Employed,33,3,Single,62.69200216334985,1
21,26582,19533,596,Salaried,0,0,Married,87.42969507994383,1
31,46777,5227,624,Self-Employed,2,0,Married,29.54351522450397,0
58,182610,15283,572,Salaried,33,4,Single,62.22890960729796,1
58,104057,67941,661,Salaried,21,1,Married,19.334120965992625,0
42,93678,25685,583,Salaried,21,2,Married,55.3285400545544,1
67,152222,143608,693,Salaried,28,4,Divorced,55.61035320176782,1
27,59153,21332,490,Salaried,4,4,Married,100.0,1
38,62720,43332,625,Salaried,9,2,Divorced,45.849070907526055,0
53,88472,53796,715,Self-Employed,9,0,Married,39.10244553713398,0
29,56003,12330,603,Self-Employed,4,0,Single,69.9217615575958,1
44,187,3085,495,Unemployed,8,1,Married,100.0,1
57,130189,89808,603,Salaried,20,4,Married,57.9322496453466,1
19,37693,9224,536,Salaried,0,2,Married,86.88403114454368,1
22,9111,7566,427,Student,0,4,Married,100.0,1
49,63091,21969,576,Salaried,9,3,Married,90.39935314332747,1
48,69042,21459,580,Self-Employed,5,4,Married,92.81408438853418,1
33,28330,14785,465,Self-Employed,10,4,Married,100.0,1
49,45349,5578,569,Salaried,3,3,Single,60.40057295884232,1
19,7685,1111,467,Student,0,3,Married,100.0,1
51,163359,28808,681,Self-Employed,13,2,Married,15.030101008539273,0
28,33692,15501,700,Salaried,0,0,Single,43.14045107821483,0
27,50646,37483,530,Salaried,3,1,Married,85.3792513422347,1
32,23670,25786,535,Salaried,1,3,Married,100.0,1
34,102256,29099,677,Salaried,9,0,Single,21.018979646107532,0
57,163301,159827,663,Salaried,34,2,Single,32.11105910915858,0
35,53821,35397,554,Salaried,6,4,Single,92.27572911122977,1
26,29463,24247,494,Salaried,6,2,Divorced,100.0,1
18,14022,9697,502,Student,0,2,Single,100.0,1
57,57546,3010,477,Salaried,7,3,Single,68.67411796621236,1
31,55386,13543,596,Salaried,6,1,Married,77.66413153050675,1
42,45621,22404,512,Salaried,0,3,Single,100.0,1
67,84987,49675,618,Salaried,7,4,Single,84.15467583901635,1
39,59986,25985,636,Salaried,13,3,Single,72.33576019776247,1
69,115661,35705,638,Salaried,13,4,Married,45.250476036479135,0
47,32685,15992,564,Salaried,1,3,Married,100.0,1
37,91930,39458,615,Self-Employed,7,1,Single,83.57391321742588,1
38,3866,9939,539,Unemployed,9,0,Married,100.0,1
61,78996,28418,654,Salaried,6,1,Divorced,57.07667017109232,1
49,81002,74307,600,Salaried,12,3,Single,81.32209798653446,1
68,111364,18158,693,Self-Employed,20,2,Single,25.561493484403954,0
63,158840,75355,708,Self-Employed,31,0,Single,52.75213926906612,0
66,81797,50162,702,Salaried,10,2,Married,29.70368220559692,0
19,13759,8832,535,Student,0,1,Married,100.0,1
52,96123,49420,689,Salaried,13,0,Single,36.981729974088644,0
49,76807,73648,655,Salaried,10,3,Married,80.74071557720634,1
47,28374,11339,494,Self-Employed,1,2,Single,100.0,1
56,1787,7584,388,Unemployed,33,3,Married,100.0,1
66,162551,48008,667,Self-Employed,16,4,Married,42.65944238950642,0
29,84933,85218,647,Salaried,8,0,Single,67.7886267544805,1
58,162666,134259,754,Salaried,26,2,Married,17.405152490401143,0
64,81054,16135,622,Salaried,7,1,Single,28.13696466737188,0
35,52490,17799,633,Salaried,7,1,Married,67.14418257256521,1
38,100967,57260,629,Self-Employed,16,1,Single,68.64617988823501,1
30,54311,27062,648,Self-Employed,4,1,Divorced,72.46992693725491,1
38,83616,42886,511,Self-Employed,11,2,Single,89.30572824135542,1
25,1125,3148,419,Unemployed,1,4,Divorced,100.0,1
63,128670,72817,732,Salaried,25,1,Single,14.247072753034411,0
24,13601,2735,516,Student,0,1,Married,100.0,1
63,68476,26805,661,Self-Employed,5,1,Single,31.452892320471676,0
24,40660,14835,515,Salaried,0,4,Divorced,96.87908284000432,1
40,126991,97397,704,Self-Employed,14,0,Single,41.18340902908869,0
61,159831,102776,666,Salaried,25,1,Single,44.74046637433653,0
49,121526,74371,652,Self-Employed,18,1,Married,56.14958589080164,1
28,54893,30390,625,Salaried,8,1,Single,73.5082663208546,1
39,103939,23285,707,Salaried,14,0,Single,18.524232125285724,0
39,31822,7019,613,Self-Employed,13,1,Divorced,51.106533630838804,0
60,95284,84735,684,Self-Employed,0,0,Divorced,79.48396810288375,1
42,110550,28374,686,Salaried,16,0,Single,23.854522313941526,0
39,66379,49994,614,Salaried,0,3,Divorced,100.0,1
45,106806,33731,618,Salaried,22,3,Married,63.34953426837739,1
46,134830,9875,624,Salaried,20,1,Single,45.956065573444846,0
23,10003,2492,472,Student,0,2,Married,100.0,1
22,8968,4316,498,Student,0,3,Married,100.0,1
19,15463,12958,441,Salaried,0,3,Divorced,100.0,1
46,61109,31619,644,Self-Employed,7,2,Single,88.88579329666317,1
38,56459,20718,502,Salaried,12,4,Married,77.57173773063855,1
32,24738,22602,538,Self-Employed,1,1,Single,100.0,1
69,139810,107571,716,Salaried,17,4,Single,59.76045370392342,1
44,68846,12123,537,Salaried,2,4,Single,67.58396075693676,1
67,115293,79755,735,Self-Employed,18,0,Divorced,18.229912797905957,0
48,62906,42422,689,Salaried,12,0,Married,39.971932327143236,0
32,63972,29213,679,Self-Employed,2,1,Married,56.49535391863979,1
68,53531,59698,610,Self-Employed,3,2,Married,92.56277043609234,1
40,90589,44805,675,Salaried,18,0,Single,15.843556678046404,0
41,98657,123869,593,Salaried,17,3,Single,100.0,1
18,9102,1918,648,Student,0,1,Single,87.89150676034652,1
30,50973,28754,437,Self-Employed,5,4,Single,100.0,1
39,88268,48274,632,Salaried,18,1,Married,67.25928938559012,1
60,165756,26255,741,Salaried,30,0,Married,0.0,0
54,58854,12226,614,Self-Employed,3,2,Single,55.64531170485774,1
50,139978,117825,546,Salaried,23,4,Single,100.0,1
20,26312,8268,465,Salaried,0,2,Single,94.67135832731921,1
36,31959,14399,531,Salaried,6,1,Married,90.21219714275824,1
24,7973,9283,562,Student,0,2,Divorced,100.0,1
46,49222,21162,600,Self-Employed,6,2,Married,74.8663431647838,1
47,1410,2456,460,Unemployed,25,1,Married,100.0,1
56,56489,51991,635,Self-Employed,15,4,Married,77.01604289844016,1
20,3568,2750,603,Student,0,2,Single,94.97147452124591,1
64,84472,10329,663,Salaried,4,2,Single,24.459190108425194,0
42,120748,92483,682,Self-Employed,14,1,Divorced,50.101430594332264,0
54,154360,82086,655,Salaried,22,3,Married,88.87668692780076,1
64,220868,88662,690,Self-Employed,31,2,Single,50.62718152461356,0
25,19583,17733,519,Salaried,0,0,Married,91.88758677502447,1
59,153170,151421,584,Salaried,27,4,Married,100.0,1
20,12067,3513,517,Student,0,2,Married,94.5286981919615,1
24,3236,8043,571,Student,0,1,Divorced,100.0,1
18,45152,20189,596,Salaried,0,0,Married,97.34746262383325,1
61,103513,66325,677,Self-Employed,16,1,Married,48.46828701276184,0
22,17352,11378,548,Salaried,1,2,Single,96.00763090968778,1
20,21204,9903,600,Salaried,0,0,Single,76.04448911379009,1
18,56176,49507,487,Self-Employed,0,4,Single,100.0,1
21,44224,38309,529,Salaried,1,4,Single,100.0,1
24,13888,7453,427,Student,0,4,Married,100.0,1
52,102407,107269,631,Salaried,17,3,Married,74.00915653545442,1
49,94763,26484,590,Self-Employed,6,1,Single,83.30912606703937,1
59,94175,19737,594,Self-Employed,0,2,Married,89.5908707610594,1
51,150237,121754,687,Salaried,30,0,Single,31.346151980348658,0
60,69072,43915,668,Salaried,2,1,Single,43.474119889837795,0
42,102510,75704,638,Self-Employed,20,2,Single,70.37472756893231,1
27,65117,46253,519,Self-Employed,5,3,Single,100.0,1
38,82901,59043,545,Salaried,10,2,Single,70.4437589906042,1
63,131998,128551,755,Salaried,21,1,Married,33.91342740573842,0
56,147185,90673,678,Salaried,24,2,Married,45.60677539582731,0
44,52847,41616,644,Salaried,2,0,Divorced,62.46074643262656,1
44,125579,107408,635,Salaried,23,3,Single,63.596157023017405,1
19,12594,2000,546,Salaried,0,0,Single,75.45738775534501,1
58,143299,77843,699,Self-Employed,22,3,Single,50.58854074992985,0
65,77652,32349,648,Self-Employed,7,3,Married,76.3692435629479,1
25,11310,8264,514,Student,0,2,Single,100.0,1
26,63343,36370,627,Self-Employed,5,0,Married,72.93825125636307,1
21,9005,7450,484,Student,0,3,Married,100.0,1
53,142285,57847,702,Salaried,30,3,Married,61.63396045853831,1
39,54881,49823,613,Self-Employed,3,2,Married,85.57553361991576,1
59,1984,5863,582,Unemployed,12,1,Single,100.0,1
43,67289,55464,635,Self-Employed,8,1,Single,77.61644467059129,1
29,49529,43306,526,Salaried,8,4,Single,100.0,1
34,91144,76956,643,Self-Employed,6,4,Married,100.0,1
22,3205,3393,476,Student,0,3,Single,100.0,1
31,63676,11908,622,Self-Employed,2,1,Single,30.78291533295034,0
51,76142,40586,692,Salaried,2,3,Divorced,59.9155812770935,1
37,75947,16249,713,Self-Employed,11,0,Single,35.80082139707093,0
28,447,1742,527,Unemployed,4,1,Married,100.0,1
33,57829,21787,544,Salaried,10,1,Married,67.90823315879815,1
68,124604,90376,802,Self-Employed,10,1,Single,26.773617688057776,0
48,105433,25152,577,Salaried,16,4,Single,61.64058725360896,1
23,12003,3294,548,Self-Employed,0,2,Single,90.18399644123502,1
36,69891,12638,645,Self-Employed,13,2,Married,40.99701111549503,0
54,129252,105821,602,Salaried,15,4,Married,84.46853663816316,1
21,52435,38642,525,Salaried,1,4,Married,100.0,1
64,101363,68247,612,Self-Employed,9,4,Divorced,83.45059305820043,1
21,19665,3212,529,Salaried,0,2,Married,80.66250512120563,1
37,71229,24749,592,Salaried,3,3,Single,71.53032058004601,1
27,23337,3265,478,Self-Employed,1,4,Single,100.0,1
41,113332,54217,556,Salaried,19,3,Married,95.65024513100363,1
52,100479,44208,640,Salaried,8,3,Single,86.72226088092071,1
24,9845,4038,631,Student,0,0,Single,100.0,1
54,85532,28048,601,Salaried,8,2,Married,62.360714365731674,1
55,72953,81616,580,Salaried,6,3,Married,100.0,1
38,104673,46990,623,Self-Employed,11,2,Divorced,61.650809910363876,1
57,87025,59930,640,Self-Employed,19,2,Married,67.26825817909787,1
25,13442,1805,489,Student,0,0,Single,100.0,1
23,5349,9705,501,Student,0,2,Divorced,100.0,1
27,34970,35117,620,Self-Employed,5,3,Single,100.0,1
55,87922,10780,726,Salaried,15,1,Single,7.076315620646653,0
63,156054,90140,742,Salaried,28,3,Married,37.29443140498082,0
